Date,Price,Open,High,Low,Volume,Chg%
4-May-17,64.215,64.195,64.25,64.18,0,0.08%
3-May-17,64.165,64.14,64.2,64.115,0,0.00%
2-May-17,64.165,64.147,64.25,64.125,0,-0.14%
1-May-17,64.255,64.285,64.285,64.255,0,-0.05%
28-Apr-17,64.29,64.13,64.4,64.13,0,0.27%
27-Apr-17,64.115,64.065,64.175,63.985,0,-0.02%
26-Apr-17,64.13,64.32,64.33,63.94,0,-0.31%
25-Apr-17,64.33,64.425,64.425,64.215,0,-0.25%
24-Apr-17,64.49,64.537,64.542,64.41,0,-0.25%
21-Apr-17,64.65,64.66,64.69,64.565,0,0.05%
20-Apr-17,64.62,64.64,64.727,64.536,0,-0.07%
19-Apr-17,64.665,64.575,64.665,64.525,0,0.09%
18-Apr-17,64.605,64.515,64.655,64.485,0,0.19%
17-Apr-17,64.48,64.44,64.55,64.305,0,0.00%
14-Apr-17,64.48,64.443,64.48,64.443,0,0.05%
13-Apr-17,64.445,64.455,64.493,64.272,0,-0.38%
12-Apr-17,64.69,64.625,64.73,64.535,0,0.21%
11-Apr-17,64.555,64.575,64.695,64.41,0,-0.08%
10-Apr-17,64.605,64.325,64.61,64.325,0,0.52%
7-Apr-17,64.27,64.599,64.744,64.154,0,-0.52%
6-Apr-17,64.606,65.044,65.059,64.504,0,-0.41%
5-Apr-17,64.875,65.075,65.175,64.875,0,-0.31%
4-Apr-17,65.08,65.15,65.15,65.07,0,0.15%
3-Apr-17,64.985,64.825,65.11,64.785,0,0.19%
31-Mar-17,64.86,64.93,64.99,64.8,0,0.00%
30-Mar-17,64.86,64.85,64.99,64.85,0,-0.02%
29-Mar-17,64.875,65.125,65.125,64.865,0,-0.26%
28-Mar-17,65.045,65.11,65.135,65.04,0,0.08%
27-Mar-17,64.995,65.295,65.295,64.98,0,-0.66%
24-Mar-17,65.425,65.505,65.545,65.385,0,-0.05%
23-Mar-17,65.455,65.425,65.588,65.4,0,0.00%
22-Mar-17,65.455,65.585,65.59,65.395,0,0.17%
21-Mar-17,65.345,65.424,65.475,65.234,0,0.00%
20-Mar-17,65.345,65.425,65.495,65.315,0,-0.20%
17-Mar-17,65.475,65.485,65.675,65.405,0,0.14%
16-Mar-17,65.385,65.405,65.535,65.255,0,-0.37%
15-Mar-17,65.63,65.77,65.79,65.42,0,-0.22%
14-Mar-17,65.775,66.225,66.265,65.75,0,-0.61%
13-Mar-17,66.18,66.15,66.19,66.15,0,-0.56%
10-Mar-17,66.555,66.745,66.745,66.555,0,-0.20%
9-Mar-17,66.69,66.837,66.875,66.665,0,-0.11%
8-Mar-17,66.765,66.633,66.77,66.63,0,0.21%
7-Mar-17,66.625,66.68,66.7,66.595,0,-0.07%
6-Mar-17,66.675,66.8,66.8,66.66,0,-0.16%
3-Mar-17,66.78,66.9,66.91,66.78,0,-0.01%
2-Mar-17,66.785,66.782,66.808,66.69,0,-0.12%
1-Mar-17,66.865,66.715,66.915,66.715,0,0.21%
28-Feb-17,66.725,66.765,66.835,66.645,0,0.04%
27-Feb-17,66.7,66.72,66.78,66.65,0,0.08%
24-Feb-17,66.645,66.656,66.705,66.615,0,-0.07%
23-Feb-17,66.69,66.905,66.965,66.69,0,-0.39%
22-Feb-17,66.95,67.007,67.067,66.927,0,-0.05%
21-Feb-17,66.985,66.99,67.025,66.947,0,0.12%
20-Feb-17,66.905,67.07,67.07,66.905,0,-0.26%
17-Feb-17,67.08,67.14,67.167,67,0,0.00%
16-Feb-17,67.08,66.96,67.135,66.915,0,0.31%
15-Feb-17,66.875,66.945,67.005,66.875,0,0.06%
14-Feb-17,66.835,66.925,67,66.805,0,-0.21%
13-Feb-17,66.975,66.952,67.087,66.947,0,0.18%
10-Feb-17,66.854,66.851,67.021,66.801,0,0.13%
9-Feb-17,66.765,67.065,67.088,66.725,0,-0.43%
8-Feb-17,67.05,67.385,67.385,67.05,0,-0.45%
7-Feb-17,67.35,67.2,67.465,67.2,0,0.23%
6-Feb-17,67.195,67.225,67.255,67.145,0,0.02%
3-Feb-17,67.184,67.209,67.429,67.184,0,-0.04%
2-Feb-17,67.21,67.385,67.51,67.21,0,-0.30%
1-Feb-17,67.415,67.669,67.704,67.415,0,-0.15%
31-Jan-17,67.515,67.844,67.918,67.455,0,-0.46%
30-Jan-17,67.829,68.106,68.12,67.755,0,-0.41%
27-Jan-17,68.105,68.191,68.255,68.015,0,-0.10%
26-Jan-17,68.176,67.985,68.234,67.965,0,0.28%
25-Jan-17,67.988,68.137,68.2,67.97,0,-0.22%
24-Jan-17,68.138,68.05,68.18,68.04,0,0.13%
23-Jan-17,68.051,68.081,68.233,68,0,-0.04%
20-Jan-17,68.075,68.115,68.295,67.978,0,-0.04%
19-Jan-17,68.1,68.222,68.319,68.069,0,-0.18%
18-Jan-17,68.22,67.853,68.22,67.853,0,0.53%
17-Jan-17,67.862,68.103,68.158,67.855,0,-0.35%
16-Jan-17,68.103,68.168,68.28,68.07,0,-0.11%
13-Jan-17,68.18,68.15,68.29,68.097,0,0.06%
12-Jan-17,68.141,68.195,68.196,67.95,0,-0.25%
11-Jan-17,68.312,68.37,68.546,68.223,0,-0.02%
10-Jan-17,68.327,68.11,68.351,67.988,0,0.33%
9-Jan-17,68.1,68.116,68.305,68.07,0,-0.02%
6-Jan-17,68.115,67.755,68.198,67.755,0,0.55%
5-Jan-17,67.743,67.895,68.013,67.73,0,-0.21%
4-Jan-17,67.886,68.28,68.3,67.85,0,-0.55%
3-Jan-17,68.26,68.147,68.438,68.045,0,0.17%
2-Jan-17,68.145,67.951,68.231,67.906,0,0.28%
30-Dec-16,67.955,67.935,68,67.85,0,0.03%
29-Dec-16,67.935,68.232,68.258,67.905,0,-0.44%
28-Dec-16,68.233,67.977,68.261,67.955,0,0.38%
27-Dec-16,67.978,67.82,68.09,67.76,0,0.32%
26-Dec-16,67.76,67.841,67.863,67.705,0,-0.11%
23-Dec-16,67.837,67.845,67.95,67.74,0,-0.02%
22-Dec-16,67.848,67.838,68.04,67.82,0,0.02%
21-Dec-16,67.837,67.917,67.97,67.77,0,-0.12%
20-Dec-16,67.917,67.847,68.111,67.81,0,0.11%
19-Dec-16,67.844,67.85,67.9,67.708,0,-0.02%
16-Dec-16,67.855,67.855,67.88,67.738,0,0.00%
15-Dec-16,67.857,67.77,67.95,67.688,0,0.57%
14-Dec-16,67.475,67.425,67.605,67.4,0,0.09%
13-Dec-16,67.411,67.428,67.609,67.38,0,-0.03%
12-Dec-16,67.431,67.471,67.649,67.37,0,-0.06%
9-Dec-16,67.47,67.41,67.64,67.368,0,-0.11%
8-Dec-16,67.546,67.445,67.571,67.318,0,0.16%
7-Dec-16,67.438,67.738,67.98,67.425,0,-0.45%
6-Dec-16,67.742,68.026,68.158,67.675,0,-0.42%
5-Dec-16,68.025,68.021,68.275,68.015,0,-0.01%
2-Dec-16,68.031,68.235,68.393,68.01,0,-0.30%
1-Dec-16,68.236,68.595,68.598,68.19,0,-0.53%
30-Nov-16,68.598,68.615,68.71,68.368,0,-0.02%
29-Nov-16,68.615,68.575,68.776,68.561,0,0.05%
28-Nov-16,68.579,68.519,68.81,68.355,0,0.09%
25-Nov-16,68.519,68.755,68.761,68.3,0,-0.35%
24-Nov-16,68.761,68.81,68.87,68.578,0,-0.03%
23-Nov-16,68.784,68.395,68.881,68.36,0,0.57%
22-Nov-16,68.396,68.225,68.49,68.06,0,0.25%
21-Nov-16,68.228,68.185,68.293,68.02,0,0.05%
18-Nov-16,68.191,68.03,68.25,67.94,0,0.25%
17-Nov-16,68.023,67.983,68.075,67.767,0,0.04%
16-Nov-16,67.999,67.785,68.12,67.618,0,0.31%
15-Nov-16,67.786,67.786,67.875,67.53,0,0.00%
14-Nov-16,67.785,67.52,67.786,67.46,0,0.33%
11-Nov-16,67.565,67.301,67.565,66.985,0,1.05%
10-Nov-16,66.865,66.468,66.865,66.33,0,0.53%
9-Nov-16,66.515,66.261,66.945,66.242,0,0.41%
8-Nov-16,66.246,66.745,66.748,66.242,0,-0.75%
7-Nov-16,66.745,66.795,66.805,66.676,0,-0.08%
4-Nov-16,66.796,66.665,66.805,66.65,0,0.19%
3-Nov-16,66.668,66.778,66.798,66.63,0,-0.14%
2-Nov-16,66.762,66.695,66.87,66.63,0,0.10%
1-Nov-16,66.696,66.685,66.78,66.66,0,0.01%
31-Oct-16,66.686,66.779,66.8,66.65,0,-0.14%
28-Oct-16,66.778,66.894,66.934,66.691,0,-0.15%
27-Oct-16,66.881,66.862,66.963,66.79,0,0.03%
26-Oct-16,66.863,66.812,66.9,66.758,0,0.09%
25-Oct-16,66.806,66.851,66.94,66.74,0,-0.06%
24-Oct-16,66.845,66.921,66.935,66.766,0,-0.12%
21-Oct-16,66.926,66.852,67.005,66.76,0,0.14%
20-Oct-16,66.83,66.638,66.87,66.61,0,0.28%
19-Oct-16,66.645,66.74,66.775,66.61,0,-0.13%
18-Oct-16,66.733,66.789,66.802,66.65,0,-0.08%
17-Oct-16,66.789,66.718,66.9,66.715,0,0.11%
14-Oct-16,66.717,66.794,66.91,66.64,0,-0.12%
13-Oct-16,66.794,66.827,66.99,66.73,0,-0.03%
12-Oct-16,66.812,66.819,66.885,66.73,0,-0.03%
11-Oct-16,66.834,66.508,66.862,66.494,0,0.51%
10-Oct-16,66.492,66.602,66.62,66.473,0,-0.17%
7-Oct-16,66.602,66.696,66.89,66.535,0,-0.14%
6-Oct-16,66.697,66.574,66.796,66.554,0,0.19%
5-Oct-16,66.572,66.613,66.675,66.505,0,-0.06%
4-Oct-16,66.609,66.494,66.63,66.373,0,0.09%
3-Oct-16,66.546,66.555,66.61,66.43,0,-0.02%
30-Sep-16,66.556,66.802,66.873,66.51,0,-0.38%
29-Sep-16,66.812,66.346,66.955,66.327,0,0.70%
28-Sep-16,66.349,66.47,66.548,66.346,0,-0.11%
27-Sep-16,66.425,66.629,66.712,66.425,0,-0.28%
26-Sep-16,66.613,66.707,66.805,66.547,0,-0.14%
23-Sep-16,66.707,66.635,66.75,66.593,0,0.11%
22-Sep-16,66.633,66.762,66.903,66.53,0,-0.17%
21-Sep-16,66.744,66.988,67.145,66.738,0,-0.36%
20-Sep-16,66.985,66.98,67.07,66.91,0,0.01%
19-Sep-16,66.98,67.076,67.08,66.87,0,-0.14%
16-Sep-16,67.075,66.863,67.12,66.775,0,0.32%
15-Sep-16,66.86,66.798,67.085,66.767,0,0.09%
14-Sep-16,66.798,67.131,67.132,66.786,0,-0.51%
13-Sep-16,67.14,66.738,67.148,66.732,0,0.60%
12-Sep-16,66.738,66.85,66.995,66.727,0,-0.23%
9-Sep-16,66.895,66.653,66.895,66.46,0,0.40%
8-Sep-16,66.631,66.478,66.676,66.365,0,0.23%
7-Sep-16,66.478,66.37,66.506,66.31,0,0.30%
6-Sep-16,66.28,66.55,66.58,66.27,0,-0.29%
5-Sep-16,66.47,66.65,66.665,66.435,0,-0.49%
2-Sep-16,66.795,66.833,66.897,66.617,0,-0.01%
1-Sep-16,66.801,66.962,67.095,66.758,0,-0.26%
31-Aug-16,66.973,67.148,67.155,66.92,0,-0.25%
30-Aug-16,67.144,67.096,67.155,66.934,0,0.05%
29-Aug-16,67.113,67.137,67.215,67.06,0,-0.03%
26-Aug-16,67.136,67.014,67.161,66.831,0,0.18%
25-Aug-16,67.016,67.167,67.167,67,0,-0.22%
24-Aug-16,67.167,67.153,67.295,67.087,0,0.07%
23-Aug-16,67.122,67.194,67.211,67.03,0,-0.12%
22-Aug-16,67.202,67.138,67.37,67.095,0,0.10%
19-Aug-16,67.137,66.822,67.205,66.822,0,0.46%
18-Aug-16,66.83,66.904,66.916,66.717,0,-0.09%
17-Aug-16,66.893,66.857,66.986,66.84,0,0.03%
16-Aug-16,66.87,66.865,66.938,66.688,0,0.03%
15-Aug-16,66.853,66.91,66.96,66.792,0,-0.08%
12-Aug-16,66.908,66.75,66.926,66.738,0,0.24%
11-Aug-16,66.75,66.765,66.92,66.738,0,-0.02%
10-Aug-16,66.765,66.772,66.808,66.6,0,-0.01%
9-Aug-16,66.774,66.816,66.985,66.738,0,-0.05%
8-Aug-16,66.81,66.84,66.865,66.673,0,-0.05%
5-Aug-16,66.842,66.843,66.901,66.71,0,0.00%
4-Aug-16,66.84,66.782,67.01,66.74,0,0.11%
3-Aug-16,66.767,66.687,67.015,66.682,0,0.13%
2-Aug-16,66.682,66.767,66.805,66.57,0,-0.12%
1-Aug-16,66.764,66.72,66.81,66.64,0,0.16%
29-Jul-16,66.655,67.032,67.113,66.625,0,-0.54%
28-Jul-16,67.014,67.058,67.115,66.94,0,-0.09%
27-Jul-16,67.072,67.294,67.379,67.042,0,-0.37%
26-Jul-16,67.321,67.415,67.438,67.255,0,-0.13%
25-Jul-16,67.412,67.15,67.48,67.09,0,0.38%
22-Jul-16,67.154,67.163,67.217,67.042,0,0.00%
21-Jul-16,67.153,67.174,67.273,67.081,0,-0.01%
20-Jul-16,67.163,67.188,67.255,67.095,0,-0.06%
19-Jul-16,67.204,67.137,67.24,67.063,0,0.10%
18-Jul-16,67.137,67.096,67.22,67.012,0,-0.01%
15-Jul-16,67.141,66.843,67.175,66.843,0,0.45%
14-Jul-16,66.843,67.006,67.042,66.802,0,-0.26%
13-Jul-16,67.016,67.06,67.225,66.935,0,0.06%
12-Jul-16,66.975,67.172,67.22,66.975,0,-0.24%
11-Jul-16,67.138,67.139,67.308,67.01,0,0.00%
8-Jul-16,67.139,67.495,67.517,67.07,0,-0.53%
7-Jul-16,67.495,67.404,67.539,67.304,0,0.12%
6-Jul-16,67.411,67.438,67.555,67.36,0,-0.03%
5-Jul-16,67.434,67.255,67.525,67.244,0,0.25%
4-Jul-16,67.265,67.19,67.3,67.118,0,0.11%
1-Jul-16,67.19,67.509,67.514,67.15,0,-0.47%
30-Jun-16,67.504,67.394,67.72,67.394,0,0.12%
29-Jun-16,67.422,67.715,67.85,67.375,0,-0.43%
28-Jun-16,67.715,67.898,67.98,67.65,0,-0.29%
27-Jun-16,67.914,67.888,68.09,67.78,0,0.04%
24-Jun-16,67.885,67.278,68.223,67.247,0,0.90%
23-Jun-16,67.279,67.442,67.48,67.2,0,-0.25%
22-Jun-16,67.449,67.64,67.678,67.342,0,-0.26%
21-Jun-16,67.624,67.497,67.755,67.335,0,0.11%
20-Jun-16,67.551,67.073,67.69,67.073,0,0.71%
17-Jun-16,67.074,67.318,67.318,67.042,0,-0.36%
16-Jun-16,67.315,67.079,67.454,67.077,0,0.35%
15-Jun-16,67.079,67.291,67.353,67,0,-0.32%
14-Jun-16,67.292,67.188,67.396,67.061,0,0.16%
13-Jun-16,67.187,66.96,67.22,66.9,0,0.35%
10-Jun-16,66.952,66.783,67.01,66.717,0,0.30%
9-Jun-16,66.753,66.491,66.795,66.473,0,0.38%
8-Jun-16,66.5,66.658,66.821,66.451,0,-0.24%
7-Jun-16,66.658,66.809,66.97,66.635,0,-0.20%
6-Jun-16,66.79,66.888,67.055,66.789,0,-0.31%
3-Jun-16,67,67.285,67.38,67,0,-0.40%
2-Jun-16,67.268,67.484,67.51,67.215,0,-0.25%
1-Jun-16,67.434,67.207,67.519,67.12,0,0.33%
31-May-16,67.209,67.17,67.338,67.106,0,0.06%
30-May-16,67.171,67.04,67.38,67.031,0,0.21%
27-May-16,67.031,66.942,67.135,66.875,0,0.16%
26-May-16,66.927,67.3,67.415,66.903,0,-0.51%
25-May-16,67.273,67.63,67.712,67.223,0,-0.53%
24-May-16,67.63,67.429,67.78,67.417,0,0.33%
23-May-16,67.409,67.43,67.59,67.243,0,0.00%
20-May-16,67.408,67.436,67.545,67.32,0,-0.04%
19-May-16,67.436,67.143,67.61,67.103,0,0.44%
18-May-16,67.14,66.824,67.169,66.824,0,0.47%
17-May-16,66.825,66.845,66.901,66.675,0,-0.03%
16-May-16,66.844,66.925,66.944,66.73,0,-0.02%
13-May-16,66.855,66.757,66.925,66.72,0,0.15%
12-May-16,66.757,66.561,66.781,66.52,0,0.29%
11-May-16,66.561,66.631,66.845,66.52,0,-0.11%
10-May-16,66.631,66.752,66.786,66.542,0,-0.18%
9-May-16,66.752,66.602,66.8,66.395,0,0.23%
6-May-16,66.6,66.568,66.715,66.48,0,0.06%
5-May-16,66.558,66.627,66.675,66.458,0,-0.10%
4-May-16,66.627,66.579,66.689,66.5,0,0.10%
3-May-16,66.558,66.343,66.582,66.235,0,0.32%
2-May-16,66.346,66.425,66.465,66.32,0,-0.12%
29-Apr-16,66.425,66.395,66.57,66.29,0,0.04%
28-Apr-16,66.401,66.391,66.562,66.32,0,0.06%
27-Apr-16,66.362,66.406,66.612,66.344,0,-0.06%
26-Apr-16,66.404,66.693,66.852,66.397,0,-0.42%
25-Apr-16,66.685,66.66,66.765,66.59,0,0.04%
22-Apr-16,66.66,66.502,66.731,66.457,0,0.26%
21-Apr-16,66.489,66.165,66.528,66.164,0,0.49%
20-Apr-16,66.166,66.137,66.36,66.095,0,0.02%
19-Apr-16,66.15,66.417,66.502,66.129,0,-0.40%
18-Apr-16,66.416,66.66,66.72,66.415,0,-0.37%
15-Apr-16,66.66,66.597,66.68,66.469,0,0.09%
14-Apr-16,66.597,66.506,66.69,66.479,0,0.15%
13-Apr-16,66.496,66.277,66.68,66.271,0,0.32%
12-Apr-16,66.283,66.301,66.567,66.272,0,-0.01%
11-Apr-16,66.287,66.555,66.603,66.28,0,-0.40%
8-Apr-16,66.551,66.757,66.787,66.475,0,-0.31%
7-Apr-16,66.757,66.517,66.826,66.422,0,0.36%
6-Apr-16,66.517,66.42,66.745,66.38,0,0.14%
5-Apr-16,66.422,66.112,66.558,66.08,0,0.48%
4-Apr-16,66.106,66.31,66.387,66.024,0,-0.39%
1-Apr-16,66.365,66.355,66.502,66.27,0,0.17%
31-Mar-16,66.255,66.235,66.358,66.125,0,-0.18%
30-Mar-16,66.375,66.295,66.502,66.265,0,0.00%
29-Mar-16,66.375,66.61,66.66,66.366,0,-0.35%
28-Mar-16,66.608,66.79,66.912,66.511,0,-0.33%
25-Mar-16,66.829,66.916,66.928,66.745,0,-0.13%
24-Mar-16,66.916,66.93,66.948,66.822,0,-0.02%
23-Mar-16,66.93,66.755,66.956,66.625,0,0.26%
22-Mar-16,66.755,66.5,66.84,66.48,0,0.38%
21-Mar-16,66.5,66.383,66.571,66.383,0,0.17%
18-Mar-16,66.384,66.63,66.7,66.256,0,-0.35%
17-Mar-16,66.619,66.91,66.958,66.605,0,-0.82%
16-Mar-16,67.173,67.37,67.46,67.173,0,-0.30%
15-Mar-16,67.372,67.138,67.415,67.136,0,0.35%
14-Mar-16,67.138,66.973,67.246,66.88,0,0.32%
11-Mar-16,66.921,67.303,67.352,66.901,0,-0.57%
10-Mar-16,67.302,67.128,67.373,66.895,0,0.26%
9-Mar-16,67.128,67.325,67.515,67.062,0,-0.27%
8-Mar-16,67.313,66.989,67.47,66.988,0,0.48%
7-Mar-16,66.989,66.989,67.156,66.933,0,0.08%
4-Mar-16,66.938,67.121,67.355,66.881,0,-0.27%
3-Mar-16,67.122,67.41,67.46,67.121,0,-0.41%
2-Mar-16,67.395,67.599,67.765,67.392,0,-0.53%
1-Mar-16,67.753,68.206,68.36,67.677,0,-0.67%
29-Feb-16,68.208,68.737,68.792,68.203,0,-0.77%
26-Feb-16,68.737,68.779,68.86,68.63,0,-0.05%
25-Feb-16,68.768,68.431,68.909,68.384,0,0.49%
24-Feb-16,68.431,68.561,68.66,68.386,0,-0.19%
23-Feb-16,68.561,68.553,68.69,68.46,0,0.04%
22-Feb-16,68.533,68.69,68.725,68.505,0,-0.02%
19-Feb-16,68.545,68.531,68.686,68.521,0,0.00%
18-Feb-16,68.542,68.322,68.6,68.316,0,0.31%
17-Feb-16,68.329,68.482,68.69,68.314,0,-0.21%
16-Feb-16,68.474,68.14,68.512,68.061,0,0.50%
15-Feb-16,68.131,68.119,68.27,68.01,0,0.02%
12-Feb-16,68.118,68.471,68.496,68.11,0,-0.52%
11-Feb-16,68.471,67.862,68.489,67.785,0,0.90%
10-Feb-16,67.861,67.91,67.996,67.798,0,-0.06%
9-Feb-16,67.901,68.054,68.22,67.882,0,-0.20%
8-Feb-16,68.034,67.88,68.068,67.78,0,0.33%
5-Feb-16,67.81,67.546,67.84,67.495,0,0.39%
4-Feb-16,67.544,67.76,67.895,67.524,0,-0.57%
3-Feb-16,67.934,67.977,68.265,67.929,0,-0.06%
2-Feb-16,67.975,67.817,68.043,67.764,0,0.21%
1-Feb-16,67.835,67.878,67.97,67.64,0,-0.06%
29-Jan-16,67.878,68.053,68.18,67.785,0,-0.26%
28-Jan-16,68.053,68.15,68.265,68.017,0,-0.13%
27-Jan-16,68.144,67.766,68.185,67.739,0,0.60%
26-Jan-16,67.739,67.727,67.909,67.697,0,-0.02%
25-Jan-16,67.755,67.579,67.85,67.493,0,0.30%
22-Jan-16,67.549,67.826,67.869,67.547,0,-0.37%
21-Jan-16,67.799,67.955,68.12,67.797,0,-0.23%
20-Jan-16,67.958,67.734,68.18,67.731,0,0.33%
19-Jan-16,67.734,67.662,67.8,67.525,0,0.11%
18-Jan-16,67.661,67.791,67.791,67.5,0,-0.17%
15-Jan-16,67.775,67.328,67.869,67.255,0,0.68%
14-Jan-16,67.316,66.918,67.49,66.917,0,0.60%
13-Jan-16,66.917,66.947,66.953,66.73,0,-0.04%
12-Jan-16,66.946,66.766,66.98,66.74,0,0.28%
11-Jan-16,66.76,66.874,66.965,66.708,0,-0.13%
8-Jan-16,66.847,66.891,66.93,66.6,0,-0.07%
7-Jan-16,66.891,66.712,66.981,66.507,0,0.29%
6-Jan-16,66.698,66.499,66.905,66.479,0,0.33%
5-Jan-16,66.481,66.599,66.663,66.428,0,-0.15%
4-Jan-16,66.579,66.165,66.66,66.165,0,0.52%
1-Jan-16,66.235,66.209,66.267,66.13,0,0.04%
31-Dec-15,66.208,66.484,66.484,66.09,0,-0.40%
30-Dec-15,66.475,66.257,66.495,66.234,0,0.36%
29-Dec-15,66.235,66.153,66.43,66.136,0,0.15%
28-Dec-15,66.137,66.03,66.22,66.03,0,0.17%
25-Dec-15,66.025,65.946,66.03,65.946,0,0.12%
24-Dec-15,65.947,66.058,66.162,65.946,0,-0.14%
23-Dec-15,66.037,66.242,66.285,66.011,0,-0.31%
22-Dec-15,66.244,66.268,66.36,66.176,0,-0.01%
21-Dec-15,66.251,66.319,66.385,66.189,0,-0.01%
18-Dec-15,66.255,66.411,66.535,66.228,0,-0.25%
17-Dec-15,66.421,66.454,66.685,66.26,0,-0.08%
16-Dec-15,66.476,66.866,66.947,66.431,0,-0.58%
15-Dec-15,66.863,67.092,67.135,66.77,0,-0.34%
14-Dec-15,67.093,67.1,67.18,66.965,0,-0.08%
11-Dec-15,67.148,66.761,67.148,66.743,0,0.59%
10-Dec-15,66.756,66.855,66.935,66.681,0,-0.15%
9-Dec-15,66.855,66.862,66.96,66.725,0,0.00%
8-Dec-15,66.857,66.777,66.895,66.71,0,0.13%
7-Dec-15,66.773,66.643,66.867,66.57,0,0.20%
4-Dec-15,66.643,66.79,66.995,66.642,0,-0.22%
3-Dec-15,66.79,66.598,66.898,66.561,0,0.30%
2-Dec-15,66.591,66.433,66.68,66.432,0,0.24%
1-Dec-15,66.434,66.462,66.61,66.385,0,-0.04%
30-Nov-15,66.462,66.835,66.945,66.422,0,-0.67%
27-Nov-15,66.907,66.66,66.91,66.65,0,0.51%
26-Nov-15,66.565,66.371,66.675,66.347,0,0.30%
25-Nov-15,66.368,66.261,66.399,66.261,0,0.16%
24-Nov-15,66.262,66.398,66.505,66.26,0,-0.20%
23-Nov-15,66.395,66.095,66.485,66.057,0,0.51%
20-Nov-15,66.058,66.088,66.28,66.044,0,-0.05%
19-Nov-15,66.09,66.057,66.24,66.032,0,0.09%
18-Nov-15,66.033,66.008,66.325,65.985,0,0.08%
17-Nov-15,65.981,65.905,66.095,65.885,0,0.14%
16-Nov-15,65.886,66.079,66.26,65.853,0,-0.26%
13-Nov-15,66.059,66.19,66.24,66.059,0,0.01%
12-Nov-15,66.055,66.135,66.165,66.01,0,-0.02%
11-Nov-15,66.07,66.07,66.07,66.07,0,-0.20%
10-Nov-15,66.2,66.44,66.49,66.2,0,-0.41%
9-Nov-15,66.475,66.42,66.5,66.317,0,0.51%
6-Nov-15,66.14,65.817,66.14,65.733,0,0.43%
5-Nov-15,65.86,65.609,65.9,65.523,0,0.38%
4-Nov-15,65.609,65.592,65.63,65.33,0,0.06%
3-Nov-15,65.569,65.568,65.795,65.42,0,0.01%
2-Nov-15,65.561,65.413,65.665,65.355,0,0.21%
30-Oct-15,65.423,65.444,65.453,65.12,0,-0.04%
29-Oct-15,65.449,65.154,65.47,65.12,0,0.76%
28-Oct-15,64.954,65.112,65.12,64.833,0,-0.24%
27-Oct-15,65.112,64.921,65.117,64.885,0,0.29%
26-Oct-15,64.921,64.964,65.025,64.788,0,0.04%
23-Oct-15,64.892,64.869,65.06,64.7,0,0.05%
22-Oct-15,64.86,65.133,65.173,64.853,0,-0.44%
21-Oct-15,65.146,65.024,65.23,65,0,0.19%
20-Oct-15,65.024,64.92,65.07,64.86,0,0.16%
19-Oct-15,64.919,64.703,64.937,64.681,0,0.33%
16-Oct-15,64.703,64.78,65.03,64.639,0,-0.12%
15-Oct-15,64.779,64.735,64.921,64.68,0,0.07%
14-Oct-15,64.736,65.112,65.185,64.73,0,-0.56%
13-Oct-15,65.098,64.797,65.192,64.78,0,0.47%
12-Oct-15,64.795,64.779,64.89,64.7,0,0.02%
9-Oct-15,64.78,64.817,65.004,64.689,0,-0.06%
8-Oct-15,64.819,64.935,65.188,64.816,0,-0.14%
7-Oct-15,64.907,65.127,65.37,64.815,0,-0.34%
6-Oct-15,65.129,65.145,65.44,65.128,0,-0.01%
5-Oct-15,65.134,65.155,65.34,65.047,0,-0.35%
2-Oct-15,65.364,65.623,65.7,65.358,0,-0.41%
1-Oct-15,65.631,65.524,65.68,65.49,0,0.17%
30-Sep-15,65.517,65.836,65.955,65.48,0,-0.49%
29-Sep-15,65.837,66.413,66.441,65.836,0,-0.65%
28-Sep-15,66.267,66.16,66.274,66.02,0,0.15%
25-Sep-15,66.17,66.108,66.242,66.07,0,0.09%
24-Sep-15,66.11,66.175,66.38,66.04,0,-0.11%
23-Sep-15,66.184,65.91,66.186,65.828,0,0.42%
22-Sep-15,65.91,65.71,65.97,65.56,0,0.33%
21-Sep-15,65.691,65.869,65.95,65.62,0,-0.27%
18-Sep-15,65.868,66.117,66.26,65.67,0,-0.31%
17-Sep-15,66.071,66.194,66.301,66.066,0,-0.22%
16-Sep-15,66.219,66.449,66.52,66.186,0,-0.34%
15-Sep-15,66.447,66.279,66.48,66.266,0,0.28%
14-Sep-15,66.261,66.242,66.5,66.21,0,0.03%
11-Sep-15,66.241,66.309,66.59,66.238,0,-0.09%
10-Sep-15,66.299,66.646,66.77,66.298,0,-0.48%
9-Sep-15,66.619,66.311,66.65,66.245,0,0.49%
8-Sep-15,66.294,66.853,66.913,66.293,0,-0.89%
7-Sep-15,66.886,66.726,66.907,66.585,0,0.30%
4-Sep-15,66.685,66.124,66.785,66.09,0,0.89%
3-Sep-15,66.1,66.202,66.3,66.04,0,-0.15%
2-Sep-15,66.202,66.383,66.474,66.125,0,-0.27%
1-Sep-15,66.383,66.398,66.47,66.19,0,-0.04%
31-Aug-15,66.412,66.151,66.5,66.128,0,0.40%
28-Aug-15,66.15,65.985,66.26,65.94,0,0.28%
27-Aug-15,65.968,66.141,66.16,65.865,0,-0.05%
26-Aug-15,66.004,66.289,66.39,66.004,0,-0.42%
25-Aug-15,66.28,66.867,66.91,65.87,0,-0.80%
24-Aug-15,66.814,66.39,66.816,66.305,0,1.18%
21-Aug-15,66.034,65.441,66.045,65.42,0,0.92%
