Date,Price,Open,High,Low,Volume,Chg%
18-Jan-19,71.21,71.04,71.274,70.987,0,0.23%
17-Jan-19,71.05,71.146,71.416,70.972,0,0.10%
16-Jan-19,70.98,71.11,71.265,70.934,0,-0.17%
15-Jan-19,71.1,70.75,71.156,70.723,0,0.48%
14-Jan-19,70.76,70.4,70.95,70.36,0,0.51%
11-Jan-19,70.399,70.43,70.601,70.357,0,-0.03%
10-Jan-19,70.42,70.53,70.655,70.318,0,-0.20%
9-Jan-19,70.56,70.11,70.648,70.05,0,0.60%
8-Jan-19,70.14,69.806,70.24,69.765,0,0.48%
7-Jan-19,69.803,69.532,69.953,69.255,0,0.36%
4-Jan-19,69.55,70.115,70.145,69.55,0,-0.80%
3-Jan-19,70.11,70.3,70.531,70.034,0,0.16%
2-Jan-19,70,69.469,70.255,69.469,0,0.79%
1-Jan-19,69.453,69.635,69.745,69.435,0,-0.17%
31-Dec-18,69.57,69.783,69.946,69.57,0,-0.52%
28-Dec-18,69.933,70.151,70.151,69.885,0,-0.61%
27-Dec-18,70.361,70.088,70.404,70.088,0,0.42%
26-Dec-18,70.07,70.065,70.17,69.755,0,0.03%
25-Dec-18,70.05,70.05,70.05,70.05,0,-0.08%
24-Dec-18,70.105,70.151,70.296,69.873,0,-0.05%
21-Dec-18,70.14,70.003,70.32,69.75,0,0.23%
20-Dec-18,69.98,70.697,70.716,69.655,0,-0.43%
19-Dec-18,70.279,70.357,70.482,69.862,0,-0.48%
18-Dec-18,70.62,71.34,71.361,70.421,0,-1.38%
17-Dec-18,71.61,71.9,71.9,71.496,0,-0.43%
14-Dec-18,71.92,71.55,72.043,71.55,0,0.55%
13-Dec-18,71.53,71.858,71.858,71.456,0,-0.43%
12-Dec-18,71.84,72.283,72.283,71.769,0,-0.62%
11-Dec-18,72.291,72.506,72.506,71.691,0,-0.32%
10-Dec-18,72.52,71.36,72.637,71.24,0,2.34%
7-Dec-18,70.86,70.57,70.86,70.453,0,0.01%
6-Dec-18,70.85,70.81,71.15,70.745,0,0.41%
5-Dec-18,70.56,70.71,70.75,70.39,0,0.04%
4-Dec-18,70.53,70.5,70.69,70.33,0,0.13%
3-Dec-18,70.44,69.88,70.47,69.88,0,1.13%
30-Nov-18,69.65,69.695,69.915,69.57,0,-0.19%
29-Nov-18,69.78,70.11,70.145,69.78,0,-1.22%
28-Nov-18,70.64,70.9,70.9,70.58,0,-0.20%
27-Nov-18,70.785,70.815,71.03,70.71,0,-0.05%
26-Nov-18,70.82,70.495,70.905,70.31,0,0.23%
23-Nov-18,70.655,70.675,70.675,70.655,0,-0.05%
22-Nov-18,70.69,71.135,71.195,70.675,0,-0.86%
21-Nov-18,71.305,71.415,71.415,71.305,0,-0.17%
20-Nov-18,71.43,71.37,71.523,71.287,0,-0.25%
19-Nov-18,71.61,71.925,72.082,71.55,0,-0.51%
16-Nov-18,71.98,71.995,71.995,71.715,0,0.09%
15-Nov-18,71.915,72.035,72.185,71.87,0,-0.55%
14-Nov-18,72.31,72.175,72.405,72.005,0,-0.42%
13-Nov-18,72.615,72.795,72.81,72.515,0,-0.34%
12-Nov-18,72.86,72.735,73.067,72.735,0,0.52%
9-Nov-18,72.48,72.68,72.828,72.415,0,0.14%
8-Nov-18,72.38,72.46,72.46,72.38,0,-0.10%
7-Nov-18,72.45,72.95,72.95,72.45,0,-0.69%
6-Nov-18,72.955,72.945,73.075,72.905,0,-0.17%
5-Nov-18,73.08,72.807,73.135,72.757,0,0.88%
2-Nov-18,72.44,73.125,73.215,72.43,0,-1.38%
1-Nov-18,73.455,73.855,73.873,73.455,0,-0.68%
31-Oct-18,73.96,73.92,74.14,73.8,0,0.38%
30-Oct-18,73.68,73.56,73.705,73.52,0,0.38%
29-Oct-18,73.4,73.355,73.525,73.322,0,-0.08%
26-Oct-18,73.46,73.43,73.472,73.27,0,0.31%
25-Oct-18,73.23,73.35,73.38,73.165,0,0.00%
24-Oct-18,73.23,73.16,73.343,73.1,0,-0.44%
23-Oct-18,73.55,73.71,73.833,73.51,0,-0.01%
22-Oct-18,73.56,73.305,73.565,73.192,0,0.25%
19-Oct-18,73.375,73.605,73.655,73.295,0,-0.21%
18-Oct-18,73.53,73.59,73.615,73.485,0,-0.10%
17-Oct-18,73.6,73.42,73.67,73.373,0,0.18%
16-Oct-18,73.465,73.81,73.96,73.465,0,-0.41%
15-Oct-18,73.77,73.803,74.07,73.77,0,0.22%
12-Oct-18,73.61,73.83,73.86,73.53,0,-0.59%
11-Oct-18,74.05,74.38,74.49,74.005,0,-0.27%
10-Oct-18,74.25,74.16,74.293,74.06,0,-0.12%
9-Oct-18,74.34,73.91,74.405,73.88,0,0.37%
8-Oct-18,74.065,73.87,74.1,73.765,0,0.40%
5-Oct-18,73.77,73.62,74.25,73.425,0,0.19%
4-Oct-18,73.63,73.71,73.825,73.5,0,0.39%
3-Oct-18,73.345,73.265,73.43,72.92,0,0.58%
2-Oct-18,72.925,72.925,72.925,72.925,0,0.00%
1-Oct-18,72.925,72.605,72.945,72.605,0,0.57%
28-Sep-18,72.51,72.57,72.67,72.405,0,-0.08%
27-Sep-18,72.57,72.43,72.77,72.39,0,-0.04%
26-Sep-18,72.6,72.71,72.755,72.537,0,-0.12%
25-Sep-18,72.685,72.905,72.96,72.575,0,0.02%
24-Sep-18,72.67,72.48,72.74,72.34,0,0.60%
21-Sep-18,72.24,71.86,72.48,71.76,0,0.31%
20-Sep-18,72.015,72.345,72.345,72.015,0,-0.48%
19-Sep-18,72.36,72.72,72.875,72.345,0,-0.48%
18-Sep-18,72.71,72.56,72.99,72.36,0,0.23%
17-Sep-18,72.54,72.53,72.695,72.315,0,0.92%
14-Sep-18,71.88,71.7,71.995,71.535,0,-0.22%
13-Sep-18,72.037,72.037,72.037,72.037,0,-0.17%
12-Sep-18,72.16,72.843,72.92,71.925,0,-0.66%
11-Sep-18,72.64,72.31,72.75,72.25,0,0.26%
10-Sep-18,72.455,72.135,72.68,72.075,0,0.93%
7-Sep-18,71.79,71.96,72.045,71.665,0,-0.22%
6-Sep-18,71.95,71.63,72.105,71.63,0,0.27%
5-Sep-18,71.755,71.405,71.955,71.375,0,0.24%
4-Sep-18,71.585,71.285,71.585,71.095,0,0.52%
3-Sep-18,71.215,70.79,71.22,70.725,0,0.30%
31-Aug-18,71.005,70.955,71.025,70.855,0,0.37%
30-Aug-18,70.745,70.635,70.875,70.595,0,0.30%
29-Aug-18,70.535,70.325,70.635,70.24,0,0.62%
28-Aug-18,70.1,70.05,70.297,70.05,0,-0.09%
27-Aug-18,70.165,69.765,70.165,69.705,0,0.28%
24-Aug-18,69.97,70.22,70.24,69.898,0,-0.19%
23-Aug-18,70.105,70.015,70.17,69.968,0,0.34%
22-Aug-18,69.87,69.88,69.895,69.8,0,0.01%
21-Aug-18,69.86,69.665,69.92,69.535,0,0.06%
20-Aug-18,69.82,69.82,69.88,69.6,0,-0.40%
17-Aug-18,70.1,70.13,70.16,70.08,0,0.01%
16-Aug-18,70.09,70.23,70.42,70.09,0,0.24%
15-Aug-18,69.92,69.92,69.92,69.92,0,-0.06%
14-Aug-18,69.96,69.86,70.09,69.7,0,-0.09%
13-Aug-18,70.02,69.485,70.02,69.405,0,1.64%
10-Aug-18,68.89,68.845,69.025,68.767,0,0.19%
9-Aug-18,68.76,68.48,68.76,68.46,0,0.15%
8-Aug-18,68.66,68.678,68.715,68.58,0,0.04%
7-Aug-18,68.63,68.82,68.94,68.63,0,-0.29%
6-Aug-18,68.83,68.58,68.9,68.545,0,0.42%
3-Aug-18,68.545,68.695,68.845,68.545,0,-0.12%
2-Aug-18,68.625,68.375,68.735,68.265,0,0.40%
1-Aug-18,68.35,68.56,68.632,68.35,0,-0.16%
31-Jul-18,68.46,68.71,68.71,68.45,0,-0.21%
30-Jul-18,68.605,68.705,68.792,68.605,0,0.00%
27-Jul-18,68.605,68.655,68.755,68.535,0,-0.08%
26-Jul-18,68.66,68.705,68.76,68.618,0,-0.10%
25-Jul-18,68.73,68.965,68.98,68.67,0,-0.31%
24-Jul-18,68.947,68.97,69.088,68.845,0,0.15%
23-Jul-18,68.845,68.705,68.865,68.645,0,0.15%
20-Jul-18,68.74,69.025,69.132,68.74,0,-0.41%
19-Jul-18,69.02,68.72,69.11,68.7,0,0.58%
18-Jul-18,68.625,68.425,68.645,68.385,0,0.28%
17-Jul-18,68.43,68.36,68.475,68.28,0,-0.18%
16-Jul-18,68.55,68.56,68.72,68.51,0,0.07%
13-Jul-18,68.5,68.52,68.562,68.335,0,-0.03%
12-Jul-18,68.52,68.765,68.765,68.49,0,-0.31%
11-Jul-18,68.73,68.825,68.895,68.71,0,-0.04%
10-Jul-18,68.755,68.665,68.865,68.655,0,0.14%
9-Jul-18,68.66,68.57,68.79,68.57,0,-0.21%
6-Jul-18,68.805,68.885,69.03,68.805,0,-0.11%
5-Jul-18,68.88,68.81,69.01,68.695,0,0.28%
4-Jul-18,68.69,68.525,68.777,68.445,0,0.20%
3-Jul-18,68.55,68.935,68.965,68.525,0,-0.25%
2-Jul-18,68.72,68.495,68.825,68.34,0,0.38%
29-Jun-18,68.46,68.7,68.7,68.36,0,-0.55%
28-Jun-18,68.84,68.9,69.1,68.725,0,0.29%
27-Jun-18,68.64,68.43,68.71,68.425,0,0.39%
26-Jun-18,68.37,68.14,68.37,68.08,0,0.37%
25-Jun-18,68.115,67.905,68.173,67.905,0,0.36%
22-Jun-18,67.87,67.84,67.89,67.715,0,-0.11%
21-Jun-18,67.945,68.205,68.243,67.945,0,-0.17%
20-Jun-18,68.06,68.1,68.185,68.03,0,-0.37%
19-Jun-18,68.31,67.98,68.385,67.977,0,0.40%
18-Jun-18,68.04,68.16,68.17,67.95,0,-0.03%
15-Jun-18,68.06,67.915,68.065,67.887,0,0.55%
14-Jun-18,67.69,67.575,67.735,67.57,0,0.07%
13-Jun-18,67.645,67.6,67.705,67.55,0,0.24%
12-Jun-18,67.48,67.455,67.51,67.36,0,0.01%
11-Jun-18,67.47,67.445,67.48,67.275,0,-0.09%
8-Jun-18,67.53,67.47,67.795,67.44,0,0.16%
7-Jun-18,67.42,66.94,67.46,66.94,0,0.87%
6-Jun-18,66.84,67.09,67.165,66.84,0,-0.39%
5-Jun-18,67.1,67.08,67.23,67.08,0,0.04%
4-Jun-18,67.07,66.915,67.17,66.85,0,0.11%
1-Jun-18,66.995,67.455,67.455,66.995,0,-0.65%
31-May-18,67.43,67.43,67.6,67.32,0,-0.01%
30-May-18,67.44,67.855,67.9,67.395,0,-0.59%
29-May-18,67.84,67.63,67.995,67.63,0,0.65%
28-May-18,67.4,67.505,67.532,67.298,0,-0.49%
25-May-18,67.73,68.33,68.33,67.718,0,-0.89%
24-May-18,68.34,68.35,68.435,68.295,0,-0.04%
23-May-18,68.37,68.16,68.485,68.16,0,0.51%
22-May-18,68.02,67.99,68.095,67.938,0,-0.14%
21-May-18,68.115,68.105,68.165,68.023,0,0.18%
18-May-18,67.99,67.775,68.1,67.768,0,0.33%
17-May-18,67.765,67.725,67.81,67.585,0,-0.01%
16-May-18,67.775,68.105,68.135,67.755,0,-0.45%
15-May-18,68.08,67.69,68.148,67.46,0,0.77%
14-May-18,67.56,67.257,67.63,67.22,0,0.30%
11-May-18,67.36,67.145,67.38,67.115,0,0.17%
10-May-18,67.245,67.335,67.438,67.225,0,-0.16%
9-May-18,67.35,67.135,67.477,67.135,0,0.33%
8-May-18,67.13,67.175,67.29,66.988,0,-0.01%
7-May-18,67.14,66.83,67.185,66.79,0,0.48%
4-May-18,66.82,66.66,66.92,66.63,0,0.22%
3-May-18,66.67,66.605,66.72,66.53,0,-0.03%
2-May-18,66.69,66.76,66.782,66.64,0,-0.16%
1-May-18,66.8,66.46,66.81,66.45,0,0.51%
30-Apr-18,66.46,66.6,66.6,66.35,0,-0.24%
27-Apr-18,66.62,66.84,66.852,66.62,0,-0.28%
26-Apr-18,66.805,66.885,66.912,66.697,0,-0.17%
25-Apr-18,66.92,66.49,66.98,66.49,0,0.77%
24-Apr-18,66.41,66.42,66.46,66.295,0,-0.18%
23-Apr-18,66.53,66.21,66.53,66.15,0,0.48%
20-Apr-18,66.21,66.03,66.21,65.96,0,0.52%
19-Apr-18,65.87,65.85,65.87,65.735,0,0.23%
18-Apr-18,65.72,65.67,65.79,65.6,0,0.06%
17-Apr-18,65.68,65.45,65.702,65.42,0,0.32%
16-Apr-18,65.47,65.33,65.515,65.32,0,0.33%
13-Apr-18,65.255,65.305,65.305,65.185,0,-0.05%
12-Apr-18,65.29,65.32,65.45,65.248,0,0.05%
11-Apr-18,65.26,65,65.315,64.985,0,0.48%
10-Apr-18,64.95,64.89,65.035,64.89,0,-0.01%
9-Apr-18,64.955,64.865,65.057,64.85,0,0.04%
6-Apr-18,64.93,64.935,65.045,64.92,0,0.06%
5-Apr-18,64.89,65.04,65.14,64.89,0,-0.24%
4-Apr-18,65.045,65.005,65.18,64.905,0,0.07%
3-Apr-18,65,65.09,65.135,64.985,0,-0.20%
2-Apr-18,65.13,65.12,65.13,65.09,0,0.02%
30-Mar-18,65.115,65.115,65.115,65.115,0,0.00%
29-Mar-18,65.115,65.17,65.17,65.115,0,-0.07%
28-Mar-18,65.16,64.89,65.3,64.89,0,0.33%
27-Mar-18,64.945,64.785,64.993,64.727,0,0.19%
26-Mar-18,64.825,64.895,64.955,64.803,0,-0.25%
23-Mar-18,64.99,65.2,65.21,64.982,0,-0.18%
22-Mar-18,65.105,65.125,65.155,65.025,0,-0.12%
21-Mar-18,65.18,65.22,65.24,65.18,0,-0.05%
20-Mar-18,65.21,65.21,65.25,65.16,0,-0.02%
19-Mar-18,65.22,65.045,65.22,65,0,0.35%
16-Mar-18,64.99,64.99,64.99,64.85,0,0.00%
15-Mar-18,64.99,64.925,64.993,64.81,0,0.23%
14-Mar-18,64.84,64.89,65.062,64.82,0,-0.02%
13-Mar-18,64.855,64.985,65.01,64.845,0,-0.20%
12-Mar-18,64.985,64.965,65.07,64.957,0,-0.21%
9-Mar-18,65.125,65.125,65.195,65.045,0,0.03%
8-Mar-18,65.105,64.905,65.165,64.885,0,0.35%
7-Mar-18,64.88,64.905,65.01,64.86,0,-0.04%
6-Mar-18,64.905,64.945,65.12,64.905,0,-0.18%
5-Mar-18,65.025,65.055,65.16,64.93,0,-0.30%
2-Mar-18,65.22,65.21,65.27,65.2,0,-0.02%
1-Mar-18,65.23,65.21,65.252,65.11,0,0.03%
28-Feb-18,65.21,65.15,65.32,65.05,0,0.45%
27-Feb-18,64.92,64.82,64.97,64.77,0,0.23%
26-Feb-18,64.77,64.66,64.84,64.63,0,0.09%
23-Feb-18,64.71,64.96,64.96,64.695,0,-0.41%
22-Feb-18,64.975,65.065,65.105,64.955,0,0.26%
21-Feb-18,64.805,64.905,64.945,64.713,0,-0.08%
20-Feb-18,64.86,64.51,64.863,64.42,0,0.95%
19-Feb-18,64.25,64.25,64.25,64.25,0,0.05%
16-Feb-18,64.215,63.875,64.23,63.815,0,0.49%
15-Feb-18,63.9,63.96,63.98,63.875,0,-0.31%
14-Feb-18,64.1,64.155,64.192,64.045,0,-0.26%
13-Feb-18,64.265,64.275,64.275,64.265,0,-0.02%
12-Feb-18,64.28,64.29,64.35,64.24,0,-0.15%
9-Feb-18,64.375,64.425,64.438,64.285,0,0.12%
8-Feb-18,64.3,64.39,64.39,64.15,0,0.03%
7-Feb-18,64.28,64.22,64.312,64.045,0,0.08%
6-Feb-18,64.23,64.36,64.405,64.1,0,0.14%
5-Feb-18,64.14,64.24,64.24,64.01,0,0.02%
2-Feb-18,64.13,64.125,64.2,63.74,0,0.23%
1-Feb-18,63.98,63.65,64.065,63.56,0,0.68%
31-Jan-18,63.55,63.68,63.752,63.55,0,-0.22%
30-Jan-18,63.69,63.7,63.815,63.595,0,0.14%
29-Jan-18,63.6,63.61,63.625,63.49,0,0.02%
26-Jan-18,63.59,63.525,63.62,63.515,0,0.12%
25-Jan-18,63.515,63.515,63.64,63.455,0,-0.23%
24-Jan-18,63.66,63.74,63.74,63.63,0,-0.16%
23-Jan-18,63.76,63.91,63.91,63.75,0,-0.20%
22-Jan-18,63.89,63.89,64.01,63.725,0,0.09%
19-Jan-18,63.83,63.68,63.87,63.635,0,-0.06%
18-Jan-18,63.87,63.86,63.95,63.755,0,-0.02%
17-Jan-18,63.885,64.08,64.08,63.772,0,-0.21%
16-Jan-18,64.02,63.61,64.13,63.6,0,0.80%
15-Jan-18,63.515,63.46,63.515,63.335,0,-0.15%
12-Jan-18,63.61,63.6,63.73,63.49,0,-0.13%
11-Jan-18,63.69,63.66,63.828,63.648,0,0.09%
10-Jan-18,63.63,63.69,63.855,63.56,0,-0.06%
9-Jan-18,63.67,63.485,63.73,63.425,0,0.31%
8-Jan-18,63.475,63.335,63.53,63.245,0,0.21%
5-Jan-18,63.34,63.36,63.425,63.323,0,-0.09%
4-Jan-18,63.4,63.595,63.615,63.365,0,-0.17%
3-Jan-18,63.505,63.555,63.575,63.45,0,0.07%
2-Jan-18,63.46,63.7,63.77,63.44,0,-0.35%
1-Jan-18,63.68,63.855,63.865,63.635,0,-0.25%
29-Dec-17,63.84,64.055,64.07,63.79,0,-0.37%
28-Dec-17,64.08,64.13,64.28,64.078,0,-0.06%
27-Dec-17,64.12,64.075,64.185,64.075,0,0.11%
26-Dec-17,64.05,64.04,64.125,64.028,0,0.05%
25-Dec-17,64.02,64.02,64.02,64.02,0,0.00%
22-Dec-17,64.02,64.06,64.09,64.02,0,0.00%
21-Dec-17,64.02,64.02,64.14,64.01,0,-0.15%
20-Dec-17,64.115,64.01,64.13,64.005,0,0.09%
19-Dec-17,64.06,64.23,64.23,63.945,0,-0.23%
18-Dec-17,64.21,64.16,64.73,64.09,0,0.20%
15-Dec-17,64.08,64.14,64.175,64.015,0,-0.40%
14-Dec-17,64.34,64.36,64.375,64.255,0,-0.19%
13-Dec-17,64.46,64.54,64.56,64.425,0,0.08%
12-Dec-17,64.41,64.42,64.53,64.4,0,0.09%
11-Dec-17,64.355,64.455,64.455,64.315,0,-0.19%
8-Dec-17,64.48,64.565,64.59,64.435,0,-0.14%
7-Dec-17,64.57,64.51,64.61,64.49,0,0.06%
6-Dec-17,64.53,64.445,64.555,64.398,0,0.26%
5-Dec-17,64.36,64.3,64.468,64.23,0,-0.03%
4-Dec-17,64.38,64.56,64.56,64.29,0,-0.22%
1-Dec-17,64.52,64.505,64.52,64.49,0,0.05%
30-Nov-17,64.49,64.55,64.635,64.41,0,0.20%
29-Nov-17,64.36,64.42,64.52,64.28,0,-0.08%
28-Nov-17,64.41,64.54,64.613,64.37,0,-0.10%
27-Nov-17,64.477,64.715,64.828,64.477,0,-0.31%
24-Nov-17,64.68,64.59,64.752,64.555,0,0.17%
23-Nov-17,64.57,64.815,64.897,64.57,0,-0.48%
22-Nov-17,64.88,64.78,64.965,64.72,0,0.00%
21-Nov-17,64.88,65.09,65.125,64.88,0,-0.34%
20-Nov-17,65.1,64.975,65.125,64.975,0,0.13%
17-Nov-17,65.015,64.647,65.072,64.625,0,-0.43%
16-Nov-17,65.295,65.285,65.39,65.125,0,0.04%
15-Nov-17,65.27,65.44,65.44,65.155,0,-0.21%
14-Nov-17,65.41,65.32,65.55,65.292,0,-0.05%
13-Nov-17,65.44,65.37,65.535,65.267,0,0.38%
10-Nov-17,65.19,65.09,65.208,65.005,0,0.33%
9-Nov-17,64.975,64.945,65.002,64.852,0,0.08%
8-Nov-17,64.92,65.135,65.165,64.92,0,-0.22%
7-Nov-17,65.06,64.66,65.07,64.615,0,0.67%
6-Nov-17,64.625,64.665,64.742,64.625,0,0.10%
3-Nov-17,64.56,64.58,64.65,64.52,0,-0.02%
2-Nov-17,64.575,64.535,64.675,64.475,0,0.02%
1-Nov-17,64.565,64.705,64.705,64.51,0,-0.29%
31-Oct-17,64.75,64.84,64.85,64.73,0,-0.17%
30-Oct-17,64.86,64.89,64.96,64.8,0,-0.28%
27-Oct-17,65.04,65.025,65.11,64.965,0,0.31%
26-Oct-17,64.84,64.785,64.92,64.73,0,-0.13%
25-Oct-17,64.925,65.145,65.2,64.885,0,-0.25%
24-Oct-17,65.09,64.98,65.125,64.9,0,0.10%
23-Oct-17,65.023,65.075,65.115,64.98,0,-0.03%
20-Oct-17,65.04,65,65.045,64.995,0,0.07%
19-Oct-17,64.995,65.033,65.08,64.995,0,-0.09%
18-Oct-17,65.055,64.995,65.17,64.965,0,0.04%
17-Oct-17,65.03,64.795,65.04,64.795,0,0.51%
16-Oct-17,64.7,64.745,64.77,64.69,0,0.00%
13-Oct-17,64.7,64.955,64.965,64.7,0,-0.55%
12-Oct-17,65.06,65.16,65.165,65.035,0,-0.15%
11-Oct-17,65.16,65.26,65.325,65.13,0,-0.14%
10-Oct-17,65.25,65.355,65.38,65.205,0,-0.16%
9-Oct-17,65.355,65.375,65.43,65.275,0,-0.07%
6-Oct-17,65.4,65.2,65.405,65.2,0,0.39%
5-Oct-17,65.145,65.095,65.195,64.975,0,0.18%
4-Oct-17,65.03,65.345,65.385,64.95,0,-0.69%
3-Oct-17,65.485,65.595,65.637,65.465,0,0.27%
2-Oct-17,65.31,65.31,65.31,65.31,0,0.00%
29-Sep-17,65.31,65.352,65.465,65.235,0,-0.24%
28-Sep-17,65.47,65.835,65.9,65.47,0,-0.37%
27-Sep-17,65.715,65.365,65.755,65.345,0,0.39%
26-Sep-17,65.46,65.245,65.49,65.155,0,0.51%
25-Sep-17,65.127,64.845,65.175,64.725,0,0.51%
22-Sep-17,64.795,64.805,65.155,64.755,0,-0.02%
21-Sep-17,64.81,64.515,64.855,64.45,0,0.80%
20-Sep-17,64.293,64.245,64.435,64.245,0,-0.01%
19-Sep-17,64.3,64.19,64.35,64.13,0,0.22%
18-Sep-17,64.158,64.055,64.168,64.002,0,0.07%
15-Sep-17,64.11,64.145,64.145,64.042,0,-0.02%
14-Sep-17,64.123,64.168,64.172,64.062,0,0.18%
13-Sep-17,64.01,63.99,64.05,63.97,0,-0.03%
12-Sep-17,64.031,63.985,64.055,63.935,0,0.15%
11-Sep-17,63.935,63.905,63.94,63.838,0,0.24%
8-Sep-17,63.785,63.87,63.96,63.78,0,-0.36%
7-Sep-17,64.015,64.042,64.055,63.98,0,-0.07%
6-Sep-17,64.06,64.105,64.262,64.06,0,-0.07%
5-Sep-17,64.105,64.105,64.162,64.08,0,0.10%
4-Sep-17,64.04,63.945,64.178,63.935,0,0.02%
1-Sep-17,64.025,63.925,64.055,63.875,0,0.14%
31-Aug-17,63.935,64.035,64.06,63.895,0,-0.09%
30-Aug-17,63.99,63.975,64.02,63.875,0,-0.04%
29-Aug-17,64.015,63.955,64.037,63.925,0,0.17%
28-Aug-17,63.905,63.89,63.93,63.855,0,-0.16%
25-Aug-17,64.005,64.055,64.065,64.005,0,-0.06%
24-Aug-17,64.045,64.04,64.09,64.005,0,0.00%
23-Aug-17,64.045,64.045,64.147,64.045,0,-0.04%
22-Aug-17,64.072,64.095,64.15,64.05,0,-0.06%
21-Aug-17,64.11,64.075,64.157,64.015,0,0.02%
18-Aug-17,64.095,64.185,64.185,64.082,0,-0.12%
17-Aug-17,64.17,64.17,64.17,64.17,0,0.00%
16-Aug-17,64.17,64.275,64.328,64.14,0,0.08%
15-Aug-17,64.12,64.11,64.12,64.11,0,0.05%
14-Aug-17,64.09,63.985,64.148,63.935,0,-0.08%
11-Aug-17,64.14,64.23,64.27,64.1,0,0.07%
10-Aug-17,64.095,63.955,64.115,63.885,0,0.37%
9-Aug-17,63.86,63.785,63.86,63.715,0,0.26%
8-Aug-17,63.692,63.755,63.785,63.62,0,-0.23%
7-Aug-17,63.84,63.73,63.865,63.668,0,0.26%
4-Aug-17,63.675,63.721,63.786,63.624,0,-0.05%
3-Aug-17,63.705,63.645,63.72,63.575,0,0.11%
2-Aug-17,63.635,64.125,64.135,63.595,0,-0.72%
1-Aug-17,64.095,64.105,64.145,64.045,0,-0.16%
31-Jul-17,64.2,64.14,64.273,64.075,0,0.13%
28-Jul-17,64.115,64.195,64.245,64.11,0,-0.02%
27-Jul-17,64.125,64.195,64.218,64.075,0,-0.36%
26-Jul-17,64.355,64.472,64.487,64.355,0,-0.05%
25-Jul-17,64.385,64.355,64.425,64.345,0,-0.02%
24-Jul-17,64.395,64.415,64.465,64.3,0,0.02%
21-Jul-17,64.385,64.385,64.39,64.305,0,0.02%
20-Jul-17,64.375,64.345,64.46,64.325,0,0.16%
19-Jul-17,64.27,64.37,64.37,64.26,0,-0.07%
18-Jul-17,64.316,64.37,64.415,64.316,0,-0.05%
17-Jul-17,64.345,64.365,64.407,64.345,0,-0.12%
14-Jul-17,64.424,64.488,64.525,64.424,0,-0.06%
13-Jul-17,64.46,64.398,64.475,64.398,0,-0.02%
12-Jul-17,64.475,64.535,64.6,64.475,0,-0.14%
11-Jul-17,64.565,64.465,64.605,64.46,0,0.14%
10-Jul-17,64.475,64.585,64.597,64.475,0,-0.23%
7-Jul-17,64.625,64.775,64.775,64.54,0,-0.15%
6-Jul-17,64.725,64.755,64.808,64.705,0,-0.12%
5-Jul-17,64.8,64.705,64.865,64.675,0,0.02%
4-Jul-17,64.79,64.805,64.897,64.705,0,-0.08%
3-Jul-17,64.845,64.655,64.91,64.635,0,0.35%
30-Jun-17,64.62,64.73,64.84,64.575,0,-0.06%
29-Jun-17,64.66,64.455,64.69,64.442,0,0.21%
28-Jun-17,64.525,64.575,64.66,64.51,0,0.08%
27-Jun-17,64.475,64.485,64.545,64.405,0,0.06%
26-Jun-17,64.435,64.465,64.465,64.435,0,-0.11%
23-Jun-17,64.505,64.585,64.618,64.445,0,-0.15%
22-Jun-17,64.605,64.545,64.63,64.455,0,0.12%
21-Jun-17,64.53,64.635,64.68,64.49,0,-0.02%
20-Jun-17,64.54,64.485,64.54,64.412,0,0.07%
19-Jun-17,64.495,64.445,64.505,64.34,0,0.05%
16-Jun-17,64.465,64.69,64.75,64.405,0,-0.15%
15-Jun-17,64.565,64.295,64.62,64.26,0,0.51%
14-Jun-17,64.235,64.335,64.367,64.235,0,-0.17%
13-Jun-17,64.345,64.455,64.515,64.345,0,-0.21%
12-Jun-17,64.48,64.35,64.49,64.32,0,0.37%
9-Jun-17,64.245,64.275,64.34,64.167,0,-0.01%
8-Jun-17,64.25,64.41,64.43,64.208,0,-0.29%
7-Jun-17,64.435,64.515,64.535,64.315,0,0.01%
6-Jun-17,64.43,64.34,64.485,64.315,0,0.12%
5-Jun-17,64.35,64.32,64.4,64.29,0,-0.10%
2-Jun-17,64.415,64.345,64.52,64.345,0,-0.10%
1-Jun-17,64.478,64.525,64.598,64.433,0,-0.05%
31-May-17,64.51,64.605,64.605,64.46,0,-0.19%
30-May-17,64.635,64.645,64.707,64.605,0,0.15%
29-May-17,64.54,64.485,64.595,64.455,0,0.05%
26-May-17,64.51,64.565,64.63,64.425,0,-0.07%
25-May-17,64.555,64.578,64.65,64.48,0,-0.33%
24-May-17,64.77,64.93,64.97,64.715,0,-0.19%
23-May-17,64.895,64.685,64.92,64.655,0,0.60%
22-May-17,64.51,64.53,64.655,64.46,0,-0.09%
19-May-17,64.565,64.725,65.025,64.565,0,-0.49%
18-May-17,64.88,64.4,64.92,64.327,0,1.17%
17-May-17,64.13,64,64.175,63.99,0,0.13%
16-May-17,64.045,64.075,64.165,64.04,0,-0.03%
15-May-17,64.065,64.13,64.18,64.025,0,-0.28%
12-May-17,64.243,64.305,64.377,64.243,0,-0.25%
11-May-17,64.405,64.595,64.595,64.35,0,-0.33%
10-May-17,64.615,64.694,64.694,64.555,0,-0.10%
9-May-17,64.68,64.44,64.705,64.44,0,0.50%
8-May-17,64.36,64.26,64.385,64.21,0,0.07%
5-May-17,64.315,64.235,64.395,64.235,0,0.16%
